City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,tiruchchendur,8.4833,78.1167,28.65,71,100,2.45,IN,1723062476
287,bereznik,62.8551,42.7072,16.34,66,100,1.72,RU,1723062477
288,cockburn town,21.4612,-71.1419,28.2,82,100,6.55,TC,1723062478
289,bandarbeyla,9.4942,50.8122,25.3,85,34,13.96,SO,1723062480
290,aquiraz,-3.9014,-38.3911,28.05,78,3,5.52,BR,1723062481
291,sinabang,2.4803,96.3801,26.39,82,100,1.28,ID,1723062482
292,vyazemskiy,47.5378,134.7525,19.19,95,56,1.04,RU,1723062484
293,saldanha,-33.0117,17.9442,11.03,90,1,3.43,ZA,1723062485
294,juneau,58.3019,-134.4197,21.0,56,0,3.6,US,1723062486
295,katsuura,35.1333,140.3,25.4,93,95,0.2,JP,1723062488
296,prince rupert,54.3161,-130.3201,13.83,98,100,2.06,CA,1723062489
297,vondrozo,-22.8167,47.2833,16.99,97,99,1.01,MG,1723062490
298,irituia,-1.7711,-47.4381,35.06,33,26,1.35,BR,1723062492
299,port augusta,-32.5,137.7667,11.34,54,100,7.5,AU,1723062493
300,cam ranh,11.9214,109.1591,27.98,78,20,1.54,VN,1723062494
301,yelizovo,53.1873,158.3805,17.08,82,40,3.0,RU,1723062255
302,champerico,14.3,-91.9167,35.3,71,100,3.3,GT,1723062497
303,pervomayskiy,53.2485,40.2871,18.39,77,98,2.2,RU,1723062498
304,mujiayingzi,42.1167,118.7833,19.88,82,19,1.87,CN,1723062500
305,rozdilna,46.8433,30.0792,22.01,51,38,3.36,UA,1723062501
306,nadym,65.5333,72.5167,5.5,91,8,4.38,RU,1723062502
307,porto velho,-8.7619,-63.9039,34.03,38,20,2.57,BR,1723062304
308,moree,-29.4667,149.85,8.96,90,0,3.94,AU,1723062506
309,zaki biam,7.5167,9.6167,23.08,94,60,2.9,NG,1723062508
310,niquelandia,-14.4739,-48.4597,29.58,20,0,2.1,BR,1723062510
311,kodinsk,58.6881,99.1844,15.33,99,99,0.94,RU,1723062511
312,dunedin,-45.8742,170.5036,9.89,74,100,0.45,NZ,1723062512
313,whitehorse,60.7161,-135.0538,25.61,33,0,7.2,CA,1723062483
314,sennoy,52.1509,46.9631,18.52,79,53,2.68,RU,1723062515
315,jayapura,-2.5333,140.7,22.66,94,95,2.16,ID,1723062516
316,sitka,57.0531,-135.33,14.94,88,40,2.06,US,1723062381
317,margate,51.3813,1.3862,18.28,71,100,6.55,GB,1723062518
318,potosi,-19.5836,-65.7531,15.48,23,0,6.17,BO,1723062519
319,inyonga,-6.7167,32.0667,20.45,29,1,1.75,TZ,1723062520
320,nanning,22.8167,108.3167,27.25,92,0,2.88,CN,1723062522
321,acarau,-2.8856,-40.12,27.23,70,4,8.71,BR,1723062523
322,akureyri,65.6835,-18.0878,8.96,87,100,3.6,IS,1723062524
323,wajir,1.7471,40.0573,25.91,68,100,10.53,KE,1723062527
324,qui nhon,13.7667,109.2333,26.13,84,27,1.57,VN,1723062496
325,nurota,40.5614,65.6886,27.51,18,0,3.72,UZ,1723062529
326,i-n-salah,27.1935,2.4607,37.79,11,0,8.37,DZ,1723062530
327,atar,20.5169,-13.0499,36.11,26,44,4.64,MR,1723062531
328,richards bay,-28.783,32.0377,19.89,71,36,7.35,ZA,1723062532
329,kone,-21.0595,164.8658,18.62,78,100,2.84,NC,1723062534
330,brokopondo,4.75,-55.1667,31.14,54,22,1.37,SR,1723062535
331,thunder bay,48.4001,-89.3168,23.99,53,75,7.2,CA,1723062316
332,khovd,48.0056,91.6419,18.69,41,99,1.89,MN,1723062282
333,rudnichnyy,59.617,52.4703,14.17,95,100,2.83,RU,1723062539
334,puerto san jose,13.9256,-90.8244,30.66,73,94,3.79,GT,1723062541
335,bulungu,-4.55,18.6,28.28,28,28,0.55,CD,1723062542
336,belyy yar,53.6039,91.3903,15.94,88,0,2.0,RU,1723062543
337,newman,37.3138,-121.0208,40.59,7,0,1.22,US,1723062545
338,litchfield,41.7668,-73.2501,18.84,91,100,0.45,US,1723062546
339,ladario,-19.0047,-57.6017,35.16,24,2,4.12,BR,1723062547
340,dodola,6.9833,39.1833,13.55,91,99,1.28,ET,1723062549
341,morondava,-20.2833,44.2833,21.35,82,0,3.14,MG,1723062550
342,dhidhdhoo,6.8833,73.1,27.98,78,98,7.03,MV,1723062551
343,siniscola,40.5719,9.6922,28.75,76,47,2.03,IT,1723062553
344,bafoulabe,13.8065,-10.8321,27.27,80,78,2.57,ML,1723062554
345,hami,42.8,93.45,21.11,60,100,2.26,CN,1723062555
346,idri,27.5,13.2667,34.57,12,3,4.66,LY,1723062556
347,nagqu,31.5,92.0,7.56,73,100,3.15,CN,1723062557
348,misratah,32.3754,15.0925,28.34,72,0,7.26,LY,1723062559
349,dudinka,69.4058,86.1778,8.72,67,0,7.62,RU,1723062560
350,mathba,22.2855,89.9629,26.55,90,99,2.93,BD,1723062561
351,ikwiriri,-7.9562,38.9716,21.96,83,6,2.76,TZ,1723062562
352,kalispell,48.1958,-114.3129,23.28,53,75,6.17,US,1723062564
353,attapeu,14.8,106.8333,23.59,99,54,0.58,LA,1723062565
354,santana,-0.0583,-51.1817,33.1,58,40,3.09,BR,1723062566
355,bairnsdale,-37.8333,147.6167,4.47,91,81,2.45,AU,1723062567
356,quellon,-43.1167,-73.6167,8.63,78,21,2.06,CL,1723062569
357,naze,28.3667,129.4833,24.51,83,5,0.89,JP,1723062570
358,praia da vitoria,38.7333,-27.0667,24.86,73,20,2.87,PT,1723062571
359,kelme,55.6339,22.9342,18.01,86,27,1.33,LT,1723062573
360,mount pleasant,32.7941,-79.8626,26.14,97,92,4.63,US,1723062485
361,posto fiscal rolim de moura,-13.0833,-62.2667,36.57,24,46,2.23,BR,1723062575
362,arawa,-6.2132,155.5367,24.51,85,78,1.37,PG,1723062577
363,coahuayana de hidalgo,18.7,-103.6583,33.4,54,100,3.47,MX,1723062578
364,rundu,-17.9333,19.7667,19.17,13,0,1.84,NA,1723062579
365,puerto aysen,-45.4,-72.7,6.74,90,89,1.32,CL,1723062376
366,tabuk,17.4189,121.4443,23.7,86,83,1.65,PH,1723062582
367,inhambane,-23.865,35.3833,19.57,83,0,2.8,MZ,1723062583
368,santa terezinha,-29.9002,-50.0904,17.04,87,100,6.01,BR,1723062585
369,bubaque,11.2833,-15.8333,26.43,83,96,7.7,GW,1723062586
370,kalabo,-14.97,22.6814,19.27,16,10,2.4,ZM,1723062587
371,calca,-13.3333,-71.95,21.64,30,27,4.46,PE,1723062588
372,bel ombre,-4.6167,55.4167,25.91,89,40,4.63,SC,1723062590
373,bengkulu,-3.8004,102.2655,23.26,82,100,1.59,ID,1723062373
374,mirnyy,62.5353,113.9611,11.15,73,9,2.06,RU,1723062592
375,kamyshlov,56.8428,62.7111,11.49,90,48,3.65,RU,1723062594
376,meizhou,24.2977,116.1072,25.91,95,100,0.47,CN,1723062595
377,keetmanshoop,-26.5833,18.1333,15.93,10,0,2.47,NA,1723062596
378,bonthe,7.5264,-12.505,25.16,81,100,4.37,SL,1723062598
379,roma,43.2128,-75.4557,27.05,54,0,2.57,US,1723062599
380,san luis de la loma,17.2706,-100.8939,31.42,64,39,6.1,MX,1723062600
381,new norfolk,-42.7826,147.0587,9.72,89,100,1.41,AU,1723062602
382,ancud,-41.8697,-73.8203,8.48,75,3,0.5,CL,1723062603
383,northam,51.0333,-4.2167,16.45,88,100,5.56,GB,1723062605
384,itamarandiba,-17.8572,-42.8589,18.3,71,91,1.61,BR,1723062606
385,vila velha,-20.3297,-40.2925,24.97,79,0,6.69,BR,1723062550
386,nantucket,41.2835,-70.0995,20.01,82,100,6.17,US,1723062609
387,pedernales,18.0384,-71.744,30.31,69,100,0.67,DO,1723062610
388,sassandra,4.95,-6.0833,23.12,84,100,3.31,CI,1723062611
389,tanjung selor,2.8372,117.3642,23.64,99,100,0.13,ID,1723062613
390,silver city,32.7701,-108.2803,27.39,48,74,0.45,US,1723062614
391,luderitz,-26.6481,15.1594,12.64,77,100,3.16,NA,1723062571
392,cudillero,43.5622,-6.1459,20.68,77,75,3.6,ES,1723062616
393,okha,53.5739,142.9478,13.29,86,97,3.17,RU,1723062617
394,minas de marcona,-15.2119,-75.1103,11.08,86,84,9.14,PE,1723062619
395,kudahuvadhoo,2.6708,72.8944,27.31,78,100,6.13,MV,1723062620
396,nelson bay,-32.7167,152.15,9.44,85,6,2.4,AU,1723062621
397,alpine,32.835,-116.7664,29.58,54,0,4.12,US,1723062622
398,pailin,12.849,102.6093,23.57,97,100,1.96,KH,1723062623
399,nuits-saint-georges,47.1333,4.95,23.71,73,75,3.09,FR,1723062625
400,douentza,14.9951,-2.9517,32.14,53,99,6.66,ML,1723062626
401,luohe,33.5717,114.0353,25.23,96,75,2.25,CN,1723062627
402,klaksvik,62.2266,-6.589,10.51,92,73,4.03,FO,1723062629
403,saint-pierre,-21.3393,55.4781,18.82,68,0,2.57,RE,1723062630
404,zhanaozen,43.3,52.8,29.58,34,10,7.71,KZ,1723062631
405,magor,51.5794,-2.8314,17.37,78,95,6.26,GB,1723062633
406,codrington,-38.2667,141.9667,11.22,59,100,8.72,AU,1723062634
407,usinsk,65.9939,57.5281,10.45,69,7,4.05,RU,1723062635
408,port saint john's,-31.6229,29.5448,18.58,63,95,2.66,ZA,1723062636
409,neryungri,56.6709,124.6491,11.58,87,58,1.47,RU,1723062638
410,farah,32.5,62.5,29.09,12,0,1.26,AF,1723062639
411,linxia chengguanzhen,35.6003,103.2064,18.22,72,100,1.75,CN,1723062640
412,irshava,48.3167,23.0385,22.03,70,87,2.1,UA,1723062642
413,lompoc,34.6391,-120.4579,28.8,62,0,5.66,US,1723062550
414,palmares do sul,-30.2578,-50.5097,15.8,97,100,2.5,BR,1723062644
415,hsinchu,24.8036,120.9686,27.41,83,56,0.45,TW,1723062646
416,dul'durga,50.6761,113.5931,13.76,84,97,0.87,RU,1723062647
417,westport,41.1415,-73.3579,19.84,86,100,4.63,US,1723062602
418,iranshahr,27.2025,60.6848,35.19,49,0,2.06,IR,1723062533
419,punata,-17.55,-65.8333,24.88,34,10,5.22,BO,1723062651
420,las toscas,-28.3529,-59.258,15.65,67,25,3.05,AR,1723062652
421,al bawiti,28.3492,28.8659,30.84,30,0,3.61,EG,1723062653
422,nar'yan-mar,67.6713,53.087,5.57,90,9,3.1,RU,1723062655
423,sinop,41.7711,34.8709,16.4,86,41,1.25,TR,1723062656
424,fayroz koh,34.5195,65.2509,15.4,27,0,1.92,AF,1723062657
425,machina,13.1364,10.0492,25.97,72,97,4.07,NG,1723062659
426,bail-hongal,15.8167,74.8667,21.47,90,100,5.08,IN,1723062660
427,tshabong,-26.05,22.45,18.13,20,2,3.91,BW,1723062661
428,rio bueno,-40.3167,-72.9667,8.95,89,13,1.08,CL,1723062662
429,crasna,47.1667,22.9,18.26,67,21,1.44,RO,1723062664
430,tual,-5.6667,132.75,25.23,85,86,9.79,ID,1723062665
431,kongoussi,13.3258,-1.5347,26.21,82,100,4.3,BF,1723062666
432,kargil,34.5667,76.1,13.16,57,44,3.32,IN,1723062667
433,ain sefra,32.75,-0.5833,31.8,15,2,3.41,DZ,1723062668
434,khandyga,62.6667,135.6,9.93,92,8,1.03,RU,1723062670
435,kununurra,-15.7667,128.7333,18.99,68,96,0.51,AU,1723062671
436,bolgatanga,10.7856,-0.8514,22.49,91,100,0.64,GH,1723062672
437,port lincoln,-34.7333,135.8667,13.86,55,100,9.51,AU,1723062649
438,batticaloa,7.7102,81.6924,27.13,85,76,2.99,LK,1723062675
439,daru,-9.0763,143.2092,24.44,85,97,6.45,PG,1723062676
440,acapulco de juarez,16.8634,-99.8901,31.9,55,100,7.72,MX,1723062678
441,gadzhiyevo,69.2551,33.3362,15.21,57,8,3.11,RU,1723062593
442,ballycastle,55.2044,-6.243,14.74,71,70,4.74,GB,1723062680
443,suez,29.9737,32.5263,26.79,68,0,5.1,EG,1723062682
444,kasongo-lunda,-6.4667,16.8167,25.36,27,16,0.96,CD,1723062683
445,mandalgovi,45.7625,106.2708,16.62,68,82,5.99,MN,1723062685
446,suva,-18.1416,178.4415,20.71,100,40,0.0,FJ,1723062686
447,waterloo,43.4668,-80.5164,24.8,52,0,5.66,CA,1723062623
448,menongue,-14.6585,17.691,15.53,15,0,2.08,AO,1723062689
449,nouadhibou,20.931,-17.0347,22.99,78,72,3.6,MR,1723062690
450,vila do maio,15.1333,-23.2167,27.44,79,5,4.7,CV,1723062691
451,islamabad,33.7104,73.1338,27.13,86,34,3.48,PK,1723062516
452,forres,57.6113,-3.6108,15.12,72,20,8.75,GB,1723062695
453,cold springs,39.6802,-119.9766,35.06,14,0,4.63,US,1723062697
454,ribeira brava,32.65,-17.0667,25.4,78,7,0.44,PT,1723062698
455,hammerfest,70.6634,23.6821,22.25,40,7,2.57,NO,1723062612
456,egilsstadir,65.2653,-14.3948,8.95,87,75,5.66,IS,1723062701
457,andahuaylas,-13.6556,-73.3872,15.85,16,1,3.92,PE,1723062415
458,miches,18.9836,-69.0476,31.11,79,43,5.45,DO,1723062703
459,shendi,16.6915,33.4341,29.56,59,100,4.19,SD,1723062705
460,santa isabel,-23.3156,-46.2214,27.84,37,3,1.16,BR,1723062706
461,balikpapan,-1.2675,116.8289,23.55,88,20,1.03,ID,1723062610
462,partenit,44.578,34.3446,22.93,61,21,4.28,UA,1723062709
463,eraan,9.0629,117.7016,25.58,87,100,1.84,PH,1723062710
464,serdar,38.9764,56.2757,31.73,46,66,2.83,TM,1723062711
465,mutuali,-14.8706,37.0044,19.27,49,0,1.7,MZ,1723062713
466,mogocha,53.7333,119.7667,12.49,82,98,1.64,RU,1723062714
467,zuni pueblo,35.0725,-108.8506,32.35,22,5,5.52,US,1723062715
468,enewetak,11.3474,162.3373,28.72,74,39,5.31,MH,1723062717
469,trevelin,-43.0858,-71.4639,9.71,71,85,1.32,AR,1723062718
470,iskateley,67.6803,53.1512,5.51,90,9,3.08,RU,1723062719
471,cidreira,-30.1811,-50.2056,15.85,96,100,4.36,BR,1723062721
472,kolonia town,6.964,158.206,25.0,88,20,1.54,FM,1723062722
473,alice springs,-23.7,133.8833,9.75,66,0,3.09,AU,1723062723
474,sur,22.5667,59.5289,28.16,73,64,5.56,OM,1723062726
475,suomussalmi,64.8869,28.9078,11.11,77,34,2.32,FI,1723062727
476,east london,-33.0153,27.9116,19.55,31,40,2.25,ZA,1723062729
477,ivanteyevka,55.9711,37.9208,19.87,82,82,0.89,RU,1723062730
478,carutapera,-1.195,-46.02,26.7,78,11,4.55,BR,1723062731
479,monrovia,6.3005,-10.7969,24.87,78,99,5.05,LR,1723062733
480,al kharj,24.155,47.3346,35.32,9,100,2.47,SA,1723062734
481,el nido,11.1858,119.3956,25.64,92,50,0.74,PH,1723062735
482,morant bay,17.8815,-76.4093,32.79,74,100,4.41,JM,1723062737
483,erenhot,43.6475,111.9767,24.98,40,91,3.08,CN,1723062738
484,fortuna,40.5982,-124.1573,18.51,77,0,6.17,US,1723062739
485,balabac,7.9868,117.0645,26.64,85,100,2.87,PH,1723062741
486,alaghsas,17.0187,8.0168,27.6,62,100,7.23,NE,1723062742
487,santa cruz,-17.8,-63.1667,27.7,83,40,4.63,BO,1723062602
488,odobesti,45.7667,27.05,18.39,67,12,2.38,RO,1723062744
489,kill devil hills,36.0307,-75.676,25.55,97,100,3.6,US,1723062746
490,weno,7.4515,151.8468,27.97,83,75,1.54,FM,1723062747
491,murzuq,25.9155,13.9184,32.46,12,1,3.07,LY,1723062748
492,qamdo,31.1667,97.2333,7.99,81,100,2.23,CN,1723062750
493,mogadishu,2.0371,45.3438,24.6,82,89,7.26,SO,1723062751
494,kerikeri,-35.2268,173.9474,12.32,81,71,2.46,NZ,1723062752
495,asau,46.4333,26.4,18.51,79,43,2.15,RO,1723062754
496,puerto princesa,9.7392,118.7353,26.62,87,100,2.97,PH,1723062755
497,along,28.1667,94.7667,21.2,99,80,0.16,IN,1723062756
498,sao felix do xingu,-6.6447,-51.995,31.39,25,1,0.8,BR,1723062757
499,devarkonda,16.7,78.9333,24.33,87,100,5.28,IN,1723062761
500,santa ana,33.7456,-117.8678,34.8,56,20,6.17,US,1723062601
501,tejen,37.3834,60.5054,30.84,15,0,3.25,TM,1723062764
502,amos,48.5669,-78.1162,22.72,34,68,2.54,CA,1723062604
503,yuza,39.0,139.9167,24.72,90,83,1.19,JP,1723062768
504,ayr,55.4627,-4.6339,14.99,77,40,4.63,GB,1723062769
505,harper,4.375,-7.7169,24.15,75,100,4.26,LR,1723062771
506,las khorey,11.1595,48.1967,31.07,64,3,4.16,SO,1723062772
507,huanggang,23.677,116.9996,28.94,92,82,0.79,CN,1723062773
508,malango,-2.9627,119.9001,17.52,99,71,1.03,ID,1723062775
509,klyuchi,52.2667,79.1667,18.87,86,100,2.98,RU,1723062776
510,ventspils,57.3894,21.5606,14.96,100,6,0.0,LV,1723062777
511,sola,-13.8833,167.55,25.28,71,75,10.7,VU,1723062779
512,la'ie,21.6477,-157.9253,29.98,72,4,2.68,US,1723062780
513,mbanza kongo,-6.267,14.2401,21.97,67,19,2.67,AO,1723062783
514,guerrero negro,27.9769,-114.0611,30.92,46,1,5.66,MX,1723062689
515,kostanay,53.1667,63.5833,19.16,82,40,3.0,KZ,1723062785
516,korocha,50.8107,37.1953,19.4,85,99,2.96,RU,1723062787
517,coquimbo,-29.9533,-71.3436,14.99,57,75,4.12,CL,1723062127
518,chongwe,-15.3292,28.682,15.53,47,0,1.45,ZM,1723062789
519,tazacorte,28.629,-17.9293,24.54,84,20,6.17,ES,1723062791
520,al mindak,20.1588,41.2834,22.78,74,95,1.35,SA,1723062792
521,naha,26.2125,127.6811,28.95,93,0,2.57,JP,1723062793
522,bikenibeu village,1.3673,173.1241,26.98,89,20,0.0,KI,1723062795
523,alexandria,31.2156,29.9553,27.3,65,0,3.16,EG,1723062646
524,parabel',58.6978,81.4825,11.06,93,20,2.09,RU,1723062797
525,berezovo,63.9381,65.0419,7.36,87,0,1.58,RU,1723062799
526,kandiari,26.9156,68.5216,30.33,71,66,4.83,PK,1723062800
527,san andres,12.5847,-81.7006,27.01,89,75,4.63,CO,1723062742
528,santa clara,22.4,-79.9667,33.81,55,75,2.06,CU,1723062802
529,mont-saint-hilaire,45.5668,-73.1992,26.95,49,11,2.02,CA,1723062504
530,belle chasse,29.8549,-89.9906,37.22,46,40,4.12,US,1723062806
531,smithfield,41.922,-71.5495,21.36,86,100,2.57,US,1723062808
532,valera,9.3178,-70.6036,27.1,85,72,0.75,VE,1723062809
533,acheng,45.5454,126.977,20.15,97,59,3.69,CN,1723062810
534,novodvinsk,64.4165,40.8122,11.86,70,8,1.93,RU,1723062812
535,kodiak,57.79,-152.4072,14.73,88,0,1.54,US,1723062813
536,maych'ew,12.7875,39.5422,14.73,88,94,1.59,ET,1723062814
537,perryton,36.4,-100.8027,39.55,18,0,5.41,US,1723062817
538,thinadhoo,0.5333,72.9333,28.3,75,100,2.57,MV,1723062819
539,homnabad,17.7667,77.1333,21.68,95,100,5.49,IN,1723062820
540,birao,10.2849,22.7882,22.66,94,100,1.36,CF,1723062821
541,cold lake,54.4502,-110.2017,18.97,45,20,2.57,CA,1723062823
542,koraput,18.8167,82.7167,20.23,98,100,1.85,IN,1723062824
543,dwarka,22.2394,68.9678,27.66,84,100,9.6,IN,1723062825
544,chegdomyn,51.1167,133.0167,17.47,80,72,0.66,RU,1723062826
545,tughyl,47.7252,84.2063,21.76,51,42,4.87,KZ,1723062828
546,diebougou,10.9667,-3.25,23.43,92,100,2.2,BF,1723062829
547,ixtapa,20.7,-105.2,33.46,66,40,4.63,MX,1723062830
548,kiunga,-6.1219,141.2906,22.68,98,95,1.63,PG,1723062832
549,taltal,-25.4,-70.4833,15.98,64,0,2.35,CL,1723062672
550,green river,41.5286,-109.4662,33.44,20,27,2.68,US,1723062834
551,perez,-32.9983,-60.7679,15.45,35,0,7.2,AR,1723062836
552,jawf al maqbabah,13.8378,45.8349,27.94,54,46,2.46,YE,1723062837
553,salinas de hidalgo,22.6333,-101.7167,28.3,26,8,5.16,MX,1723062838
554,ballina,-28.8667,153.5667,10.43,70,59,3.34,AU,1723062840
555,turabah,21.2141,41.6331,28.47,46,94,1.02,SA,1723062841
556,eastham,41.8301,-69.9739,19.43,84,94,1.79,US,1723062844
557,bayganin,48.6947,55.8742,26.12,47,62,2.86,KZ,1723062845
558,kalmunai,7.4167,81.8167,26.92,86,100,3.55,LK,1723062846
559,oroville east,39.5113,-121.4752,40.01,20,0,2.06,US,1723062848
560,tadine,-21.55,167.8833,19.87,67,100,4.47,NC,1723062849
561,fukuecho,32.6881,128.8419,28.65,80,0,4.05,JP,1723062850
562,nizhnesortymskiy,62.4397,71.7603,11.29,68,100,4.64,RU,1723062852
563,camapua,-19.5314,-54.0439,30.94,20,0,3.61,BR,1723062853
564,tyukhtet,56.5389,89.3011,13.77,97,25,1.79,RU,1723062854
565,plastun,44.7561,136.2939,20.48,100,100,0.61,RU,1723062856
566,sao vicente,-23.9631,-46.3919,32.1,45,20,1.03,BR,1723062857
567,huangmei,30.1924,116.025,27.64,80,0,1.62,CN,1723062858
568,crane,31.3974,-102.3501,37.48,18,0,0.45,US,1723062860
569,zapolyarnyy,69.4154,30.8136,18.6,47,21,2.82,RU,1723062861
570,piui,-20.4653,-45.9581,22.05,39,0,3.21,BR,1723062862
571,robore,-18.3333,-59.75,33.05,43,40,7.72,BO,1723062864
572,midelt,32.6852,-4.7451,28.09,21,65,5.06,MA,1723062865
573,belo sur tsiribihina,-19.7,44.55,17.88,89,0,1.7,MG,1723062866
574,seybaplaya,19.65,-90.6667,32.7,60,19,5.54,MX,1723062867
